vgg16,vgg19,resnet34,resnet50,densenet121,densenet169,inception_v3,inception_resnet_v2,efficientnet-b4,efficientnet-b7,class
-0.2141207,-0.06992655,0.26330367,-0.023970144,-0.015977168,-0.6535302,-0.50491303,-0.70177984,-0.013267147,1.4476621,0
0.15068142,0.07669581,3.199263,-0.4514686,-0.05072468,-1.709409,0.4254696,-0.5846702,-0.016297106,6.6418405,1
-0.44757107,-0.3402491,-0.6820981,-0.47658175,-0.042379357,-1.5552566,0.048542596,-0.62320364,-0.0138647435,10.608095,1
-0.6651788,-0.2670185,-0.51338637,-0.031179722,-0.014727464,-0.5267929,-1.2700514,-0.7664621,-0.013688642,5.804417,1
-0.19878569,-0.3812564,0.25204128,-0.36715576,-0.037330452,-1.4167836,1.301099,-0.6529618,-0.01436914,10.743129,1
0.63462436,-0.42362154,1.7107942,-0.48934138,-0.05425511,-2.0410967,1.7808789,-0.5578517,-0.014194551,7.510849,1
-1.0192641,-0.7377951,-1.2354114,-0.38410473,-0.03619605,-1.3476913,-0.22199161,-0.7085966,-0.013519722,8.100864,1
-0.3099603,-0.07978668,0.43035057,-0.00862382,-0.014376517,-0.5768132,-0.33209446,-0.6884006,-0.012727748,-7.246317,0
-1.9638413,-1.2014791,-0.9304262,-0.53848845,-0.059920903,-1.9154911,0.080518104,-0.6431097,-0.015498999,-12.426851,0
0.33850476,-0.26831836,1.167682,-0.52774113,-0.055833902,-1.7904252,1.2958164,-0.6196469,-0.014447312,11.117359,1
0.07671757,-0.28687444,0.055385847,-0.46304798,-0.051612277,-1.7706969,0.3437635,-0.6059345,-0.014260518,2.6250312,1
-0.36264226,-0.101850286,0.31834096,-0.016598988,-0.014373155,-0.41945595,-0.114786796,-0.8001926,-0.012688982,-9.239891,0
-0.516099,-0.17275405,-1.2823931,-0.10390866,-0.033868086,-1.3626783,-0.5977413,-0.6594709,-0.012750546,-10.036848,0
-0.67613924,-0.7855118,-1.4844137,-0.3994761,-0.073811226,-2.5172868,-0.54788494,-0.5460856,-0.015464152,0.03319375,1
-0.5762268,-0.86464834,-0.7709012,-0.40462384,-0.06661732,-2.205224,0.2886838,-0.65475225,-0.014787982,-7.3191867,0
-0.17986031,-0.04588254,0.45294654,-0.011864465,-0.011531295,-0.37381575,-0.9183465,-0.7290162,-0.0132044135,-0.80476695,0
-0.08908273,-0.0044951676,0.13931726,-0.095085785,-0.014530333,-0.47907695,0.26283252,-0.788838,-0.0127125485,6.918495,1
0.102943905,-0.259874,-0.92785066,-0.45104828,-0.053227544,-2.016698,0.60264015,-0.56811273,-0.013951066,-10.525633,0
-0.24667382,-0.15733379,-0.20459284,-0.089685515,-0.011566544,-0.36907557,-0.14054976,-0.9201224,-0.012856605,7.339315,1
-0.96977794,-1.1929157,-1.6587434,-0.5976876,-0.057434563,-1.8618711,-1.1391742,-0.6658057,-0.013934064,-11.394629,0
0.42112657,-0.1731258,1.2486247,-0.40542543,-0.042018894,-1.4922767,1.9873742,-0.6246011,-0.013652499,10.790699,1
-0.67031544,-0.60458386,-1.2291087,-0.55018806,-0.0591583,-2.0103397,-0.6892219,-0.53876793,-0.015421162,-9.013295,0
-1.6249044,-0.4057297,-1.7116793,-0.108896464,-0.02637305,-1.2116143,-0.8277285,-0.69396657,-0.013225007,-3.4829068,1
-1.422973,-1.4034777,0.31400508,-0.60129714,-0.04989878,-1.6866279,0.3163235,-0.54616094,-0.015344108,2.221814,1
-0.33405164,-0.25094396,-0.2102952,-0.2229615,-0.014825234,-0.37851074,-0.44217855,-0.9304291,-0.012984621,-5.0619755,0
-1.0016611,-0.46994576,-0.2251934,-0.03841104,-0.016340079,-0.6428454,-0.60596883,-0.5956491,-0.01309077,-8.954108,0
0.92716926,-0.02053155,2.8802946,-0.24401496,-0.059418704,-1.9815094,2.5434918,-0.52582705,-0.016535196,8.687205,1
-0.48791716,-1.1070855,-0.97155255,-0.5135015,-0.05493127,-1.8200295,0.01514516,-0.49953428,-0.015036884,4.13259,1
-0.75459135,-0.819492,-1.3131772,-0.4560039,-0.044988405,-1.5986433,-0.61370456,-0.586823,-0.013823892,-17.469099,0
0.46540922,-0.6558371,1.2850949,-0.40986568,-0.054096878,-1.9062448,1.9791514,-0.60945594,-0.015272784,6.187013,1
-0.22416754,-0.2830228,-0.88332456,-0.3602047,-0.039526485,-1.4821421,0.60047853,-0.76023006,-0.012970637,13.011492,1
-0.26586995,-0.14474112,0.3399358,-0.03128804,-0.0137691125,-0.47167376,-0.77001524,-0.74862754,-0.012869733,8.126009,1
-0.16851902,-0.20457578,0.8878829,-0.5197123,-0.05273333,-1.9103298,-0.6965889,-0.38599256,-0.014941025,6.65743,1
-0.021046713,-0.08930152,-0.9102094,-0.09043915,-0.021706857,-0.9429595,-1.8170295,-0.66273206,-0.014420922,-3.5160956,0
0.24785222,0.11056682,-0.117836066,-0.09190223,-0.014608072,-0.41164747,-0.6223469,-0.9049258,-0.012696992,-6.2590523,0
0.67581177,0.21894717,0.7439247,-0.0057509877,-0.012237459,-0.40843958,0.80213946,-0.73449445,-0.012726056,11.024339,1
-0.9001331,-0.89528644,-1.0710176,-0.3810018,-0.01243115,-0.44528112,-2.3139138,-0.73173726,-0.013920206,-0.036717698,0
-0.94735146,-0.75056016,-1.0983984,-0.46745303,-0.07223709,-2.4111795,-0.019764684,-0.64132977,-0.015583205,7.816307,1
-0.020370275,-0.15975308,-0.11225107,-0.09596691,-0.013734566,-0.43633348,-0.25686437,-0.736963,-0.013181771,7.1449337,1
-0.30689442,-0.12856445,0.10735683,-0.016958378,-0.0166134,-0.7708727,-0.44771,-0.6062614,-0.012716386,-7.954217,0
-1.2358456,-0.9346999,-1.1088852,-0.52501535,-0.043186504,-1.603033,-0.27060637,-0.44521883,-0.014034237,1.4159694,0
-1.7812545,-1.0967662,-1.6543925,-0.5465947,-0.05305343,-1.7681628,-0.86198217,-0.6941359,-0.014536771,-7.321406,0
0.13768558,-0.37410817,-0.30946925,-0.53801817,-0.050472002,-1.8686152,2.223752,-0.7004026,-0.014924976,-3.6531453,1
-0.7052965,-0.57051146,-0.59112126,-0.4036411,-0.046881784,-1.7808044,0.05417428,-0.5484762,-0.013878877,6.703033,1
-0.50876766,-0.16464835,-0.9875224,-0.23484707,-0.03298566,-1.2583063,-0.4241082,-0.5967542,-0.012793916,-8.878565,0
0.40261734,0.13616243,0.75782937,-0.0056997202,-0.012195125,-0.39681035,1.4013155,-0.7212899,-0.012553747,7.9546995,1
0.40261734,0.13616243,0.75782937,-0.0056997202,-0.012195125,-0.39681035,1.4013155,-0.7212899,-0.012553747,7.9546995,1
-1.2511052,-0.8992543,-1.4840202,-0.084843375,-0.025693672,-1.1416216,-0.93419904,-0.6721679,-0.012943986,-8.32066,0
-0.2575278,-0.21061788,-0.26913247,-0.39696282,-0.041481618,-1.4876813,-0.14143707,-0.69105244,-0.013562563,9.443685,1
-0.47176275,-0.51642275,0.17543803,-0.49700934,-0.05837042,-2.0183249,0.4712194,-0.52799,-0.014533277,7.4048324,1
0.94011956,-0.022026967,1.0592598,-0.45033866,-0.046998132,-1.8017333,1.3948483,-0.68191934,-0.014082762,8.510103,1
-1.353397,-0.67051065,-0.11407853,-0.42412657,-0.049113017,-1.8255142,0.08213172,-0.6810681,-0.013959306,-13.894022,0
-0.002549812,-0.22990501,-0.38479942,-0.15495779,-0.017618075,-0.41867378,1.6906334,-0.6580667,-0.012523594,10.417038,1
-0.6832088,-0.5230082,-1.6157887,-0.48660073,-0.052973036,-1.8481822,-0.2399757,-0.56162083,-0.013959001,-14.249878,0
0.036651123,-0.32627848,-1.6267012,-0.47113696,-0.05861169,-2.1641831,0.015956558,-0.47466186,-0.014141421,-11.49589,0
0.07755536,0.02281474,0.22763477,-0.032031756,-0.012267461,-0.34886143,1.1552069,-0.8445972,-0.013166408,4.439768,1
-1.2703593,-1.307548,-1.1212311,-0.5157391,-0.03455088,-1.3463769,-1.0064392,-0.6298929,-0.013975504,-9.506794,0
-1.3487821,-1.0622115,-0.61914414,-0.6386621,-0.052533355,-1.7475629,-0.78097904,-0.51041436,-0.0151477335,-8.809177,0
-0.608851,-0.31790304,-0.8234974,-0.026540942,-0.0117802005,-0.45508707,-1.4062781,-0.80372465,-0.013091269,-10.871913,0
0.3942723,-0.086413614,0.45442855,-0.43457377,-0.04564055,-1.7282577,0.6749545,-0.63065994,-0.013669218,9.793688,1
0.08508478,-0.06569685,-0.0011594332,-0.03258953,-0.015108751,-0.5565461,1.6449907,-0.6849613,-0.012789364,8.174364,1
0.087533064,-0.4518795,-0.1301613,-0.40494645,-0.04604862,-1.6761372,0.7840862,-0.7144722,-0.013998906,11.365166,1
-0.2213944,0.07609197,0.7324702,-0.0059475116,-0.01207863,-0.3158469,-0.27175927,-0.7635735,-0.013303104,-8.380503,0
-0.22294687,-0.18381754,-1.0429045,-0.07536572,-0.025681356,-1.077798,-0.85909224,-0.5976808,-0.012718859,-13.566151,0
0.08144446,-0.103797644,-0.08585695,-0.16255936,-0.016955921,-0.5023589,-0.28842637,-0.91043735,-0.012468199,-7.451784,0
-0.38300633,-0.44137126,-1.3596438,-0.46939144,-0.04532722,-1.6709037,-0.4124123,-0.76615703,-0.013491417,-10.519482,0
-1.7932223,-1.2942374,-1.5366188,-0.45033494,-0.04029757,-1.4539912,-0.36887124,-0.53612983,-0.014175179,-11.105002,0
-1.2915767,-1.1280781,-1.0200455,-0.2872069,-0.011984896,-0.34727892,-3.7427368,-0.811167,-0.013443093,-12.821283,0
-1.5146742,-1.6225562,0.7613967,-0.5828029,-0.04351378,-1.4878235,0.51227176,-0.58205295,-0.015131134,3.083276,1
-0.38525572,-0.7269254,-0.69463503,-0.44339585,-0.04663423,-1.6479862,-0.58921146,-0.73544365,-0.01393837,0.7699924,0
-0.050158724,-0.08152351,2.587452,-0.57529986,-0.04743019,-1.5326772,0.9221606,-0.66870594,-0.015920516,5.248294,1
-0.87240815,-0.8307452,-1.6003458,-0.35179967,-0.04020925,-1.5187656,-0.9251324,-0.49398258,-0.013373542,-9.649267,0
-0.89146274,-0.32004678,-0.64426297,-0.027329415,-0.019089216,-0.82713544,-0.4493508,-0.55389774,-0.013467531,2.334034,0
0.85451746,-0.1687991,-0.723337,-0.33785817,-0.021915851,-0.74917233,1.7133648,-0.5951396,-0.014222938,10.509592,1
0.6355183,-0.14174029,2.5881126,-0.438113,-0.06542814,-2.1349187,-0.24405695,-0.5564343,-0.01501895,8.103052,1
-0.033255592,-0.15535524,0.13977455,-0.029703643,-0.013131056,-0.3755447,0.8515719,-0.87863445,-0.013115208,9.790333,1
0.08363971,-0.020839505,-0.6437403,-0.44717675,-0.047506128,-1.6760856,0.09298096,-0.69512725,-0.013826597,10.539572,1
-0.8689337,-0.4199106,-0.8635529,-0.053411085,-0.023101905,-1.0558833,-1.2844479,-0.6122421,-0.0135984225,-8.044386,0
-0.689263,-0.34513342,-1.3099893,-0.11370996,-0.029561607,-1.321851,-0.18983747,-0.40504804,-0.013259034,-18.099909,0
0.31211108,-0.18685758,0.34917748,-0.36981946,-0.069930136,-2.4278622,1.1570272,-0.8132062,-0.014752108,10.936964,1
-0.78613067,-1.0276965,-0.57119185,-0.50971437,-0.047760498,-1.8632503,0.11926309,-0.43175736,-0.013762805,9.2484,1
-0.7685697,-0.7924387,-1.4725901,-0.5765066,-0.06191704,-2.1541636,-0.20261373,-0.5381328,-0.014711688,-7.438085,0
